subject_id,session_id,time_sec,base_fs_hz,acc_fs_hz,bvp_fs_hz,eda_fs_hz,temp_fs_hz,hr_fs_hz,ibi_is_event_based,acc_sample,bvp_sample,eda_sample,temp_sample,hr_sample,ibi_event,acc_x,acc_y,acc_z,bvp,eda,temp,hr,ibi,pred_label,confidence
demo_subject_001,demo_session_001,0.390625,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,3.0,62.0,-0.041324,0.415487,32.362526,75.859391,,,
demo_subject_001,demo_session_001,0.40625,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,0.0,57.0,0.04057,0.415487,32.362526,75.859391,,,
demo_subject_001,demo_session_001,0.421875,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,6.0,59.0,-0.044623,0.415487,32.362526,75.859391,,,
demo_subject_001,demo_session_001,0.4375,64,32,64,4,4,1,1,1,1,0,0,0,0,-31.0,3.0,57.0,-0.103903,0.415487,32.362526,75.859391,,,
demo_subject_001,demo_session_001,0.453125,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,2.0,58.0,-0.117653,0.415487,32.362526,75.859391,,,
demo_subject_001,demo_session_001,0.46875,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,3.0,57.0,-0.314243,0.415487,32.362526,75.859391,,,
demo_subject_001,demo_session_001,0.484375,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,2.0,57.0,-0.368444,0.415487,32.362526,75.859391,,,
demo_subject_001,demo_session_001,0.5,64,32,64,4,4,1,1,1,1,1,1,0,0,-26.0,4.0,58.0,-0.406137,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.515625,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,4.0,59.0,-0.51033,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.53125,64,32,64,4,4,1,1,1,1,0,0,0,0,-30.0,4.0,58.0,-0.602487,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.546875,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,9.0,58.0,-0.586206,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.5625,64,32,64,4,4,1,1,1,1,0,0,0,0,-26.0,3.0,58.0,-0.652876,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.578125,64,32,64,4,4,1,1,0,1,0,0,0,0,-25.0,1.0,58.0,-0.741507,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.59375,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,4.0,58.0,-0.818598,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.609375,64,32,64,4,4,1,1,0,1,0,0,0,0,-30.0,6.0,59.0,-0.810331,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.625,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,3.0,60.0,-0.779246,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.640625,64,32,64,4,4,1,1,0,1,0,0,0,0,-30.0,4.0,58.0,-0.728251,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.65625,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,3.0,59.0,-0.693681,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.671875,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,2.0,59.0,-0.594647,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.6875,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,7.0,58.0,-0.54811,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.703125,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,3.0,58.0,-0.426686,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.71875,64,32,64,4,4,1,1,1,1,0,0,0,0,-30.0,4.0,59.0,-0.383794,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.734375,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,3.0,61.0,-0.178906,0.424554,32.349122,75.859391,,,
demo_subject_001,demo_session_001,0.75,64,32,64,4,4,1,1,1,1,1,1,0,0,-28.0,4.0,57.0,-0.074681,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.765625,64,32,64,4,4,1,1,0,1,0,0,0,0,-31.0,6.0,61.0,-0.016788,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.78125,64,32,64,4,4,1,1,1,1,0,0,0,0,-26.0,6.0,60.0,0.077171,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.796875,64,32,64,4,4,1,1,0,1,0,0,0,1,-27.0,5.0,56.0,0.207362,0.389506,32.364917,75.859391,0.783035,,
demo_subject_001,demo_session_001,0.8125,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,2.0,58.0,0.306848,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.828125,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,5.0,56.0,0.402584,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.84375,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,4.0,58.0,0.457385,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.859375,64,32,64,4,4,1,1,0,1,0,0,0,0,-30.0,3.0,58.0,0.655113,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.875,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,1.0,58.0,0.628169,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.890625,64,32,64,4,4,1,1,0,1,0,0,0,0,-32.0,4.0,58.0,0.711824,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.90625,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,6.0,58.0,0.703979,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.921875,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,3.0,61.0,0.610526,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.9375,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,4.0,61.0,0.661792,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.953125,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,2.0,59.0,0.654203,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.96875,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,6.0,59.0,0.556128,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,0.984375,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,7.0,59.0,0.453073,0.389506,32.364917,75.859391,,,
demo_subject_001,demo_session_001,1.0,64,32,64,4,4,1,1,1,1,1,1,1,0,-29.0,5.0,57.0,0.477486,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.015625,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,4.0,58.0,0.324818,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.03125,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,3.0,58.0,0.407591,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.046875,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,5.0,58.0,0.357084,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.0625,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,5.0,58.0,0.360054,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.078125,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,2.0,60.0,0.327718,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.09375,64,32,64,4,4,1,1,1,1,0,0,0,0,-26.0,4.0,59.0,0.275557,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.109375,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,3.0,59.0,0.171973,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.125,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,2.0,62.0,0.178824,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.140625,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,3.0,59.0,0.222402,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.15625,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,6.0,55.0,0.172542,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.171875,64,32,64,4,4,1,1,0,1,0,0,0,0,-31.0,6.0,61.0,0.004051,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.1875,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,2.0,57.0,-0.095494,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.203125,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,1.0,57.0,-0.006971,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.21875,64,32,64,4,4,1,1,1,1,0,0,0,0,-30.0,3.0,59.0,-0.103419,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.234375,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,3.0,59.0,-0.161896,0.405367,32.347065,75.417133,,,
demo_subject_001,demo_session_001,1.25,64,32,64,4,4,1,1,1,1,1,1,0,0,-27.0,4.0,57.0,-0.275498,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.265625,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,7.0,56.0,-0.174584,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.28125,64,32,64,4,4,1,1,1,1,0,0,0,0,-30.0,4.0,60.0,-0.454162,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.296875,64,32,64,4,4,1,1,0,1,0,0,0,0,-30.0,4.0,56.0,-0.399173,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.3125,64,32,64,4,4,1,1,1,1,0,0,0,0,-25.0,3.0,58.0,-0.64693,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.328125,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,4.0,57.0,-0.521758,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.34375,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,3.0,57.0,-0.770287,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.359375,64,32,64,4,4,1,1,0,1,0,0,0,0,-31.0,5.0,57.0,-0.685295,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.375,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,2.0,59.0,-0.835678,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.390625,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,6.0,58.0,-0.656965,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.40625,64,32,64,4,4,1,1,1,1,0,0,0,0,-26.0,7.0,56.0,-0.724177,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.421875,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,5.0,57.0,-0.733617,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.4375,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,6.0,61.0,-0.637308,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.453125,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,6.0,58.0,-0.676344,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.46875,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,3.0,59.0,-0.57618,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.484375,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,6.0,56.0,-0.561293,0.433868,32.332529,75.417133,,,
demo_subject_001,demo_session_001,1.5,64,32,64,4,4,1,1,1,1,1,1,0,0,-28.0,7.0,59.0,-0.518442,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.515625,64,32,64,4,4,1,1,0,1,0,0,0,0,-23.0,3.0,59.0,-0.396361,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.53125,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,5.0,60.0,-0.150303,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.546875,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,5.0,58.0,-0.131174,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.5625,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,5.0,58.0,0.078793,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.578125,64,32,64,4,4,1,1,0,1,0,0,0,1,-30.0,5.0,57.0,0.122773,0.403435,32.362414,75.417133,0.79903,,
demo_subject_001,demo_session_001,1.59375,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,5.0,57.0,0.331171,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.609375,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,5.0,60.0,0.530082,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.625,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,5.0,57.0,0.449017,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.640625,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,4.0,57.0,0.602403,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.65625,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,5.0,60.0,0.586218,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.671875,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,4.0,58.0,0.704204,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.6875,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,7.0,57.0,0.722098,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.703125,64,32,64,4,4,1,1,0,1,0,0,0,0,-24.0,2.0,58.0,0.655667,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.71875,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,5.0,58.0,0.678985,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.734375,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,3.0,57.0,0.62301,0.403435,32.362414,75.417133,,,
demo_subject_001,demo_session_001,1.75,64,32,64,4,4,1,1,1,1,1,1,0,0,-26.0,2.0,58.0,0.628052,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.765625,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,5.0,58.0,0.460882,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.78125,64,32,64,4,4,1,1,1,1,0,0,0,0,-25.0,5.0,58.0,0.506873,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.796875,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,3.0,56.0,0.393922,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.8125,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,3.0,57.0,0.396442,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.828125,64,32,64,4,4,1,1,0,1,0,0,0,0,-24.0,6.0,59.0,0.381558,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.84375,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,6.0,58.0,0.275578,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.859375,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,3.0,56.0,0.231331,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.875,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,5.0,58.0,0.325325,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.890625,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,3.0,58.0,0.156456,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.90625,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,3.0,58.0,0.167507,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.921875,64,32,64,4,4,1,1,0,1,0,0,0,0,-29.0,7.0,58.0,0.167626,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.9375,64,32,64,4,4,1,1,1,1,0,0,0,0,-28.0,4.0,57.0,-0.01125,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.953125,64,32,64,4,4,1,1,0,1,0,0,0,0,-25.0,1.0,56.0,0.124387,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.96875,64,32,64,4,4,1,1,1,1,0,0,0,0,-26.0,7.0,54.0,-0.0011,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,1.984375,64,32,64,4,4,1,1,0,1,0,0,0,0,-30.0,5.0,59.0,0.06559,0.406362,32.363806,75.417133,,,
demo_subject_001,demo_session_001,2.0,64,32,64,4,4,1,1,1,1,1,1,1,0,-27.0,1.0,56.0,-0.11038,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.015625,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,6.0,55.0,0.005327,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.03125,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,3.0,59.0,-0.229232,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.046875,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,5.0,58.0,-0.221307,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.0625,64,32,64,4,4,1,1,1,1,0,0,0,0,-24.0,4.0,59.0,-0.379904,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.078125,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,4.0,60.0,-0.446656,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.09375,64,32,64,4,4,1,1,1,1,0,0,0,0,-26.0,3.0,56.0,-0.513875,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.109375,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,4.0,58.0,-0.608291,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.125,64,32,64,4,4,1,1,1,1,0,0,0,0,-26.0,5.0,58.0,-0.602406,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.140625,64,32,64,4,4,1,1,0,1,0,0,0,0,-30.0,1.0,57.0,-0.707856,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.15625,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,3.0,59.0,-0.679788,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.171875,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,3.0,58.0,-0.804282,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.1875,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,5.0,56.0,-0.777586,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.203125,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,5.0,57.0,-0.704757,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.21875,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,3.0,62.0,-0.719348,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.234375,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,4.0,58.0,-0.736195,0.425327,32.355912,74.907296,,,
demo_subject_001,demo_session_001,2.25,64,32,64,4,4,1,1,1,1,1,1,0,0,-28.0,4.0,57.0,-0.654065,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.265625,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,4.0,59.0,-0.458902,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.28125,64,32,64,4,4,1,1,1,1,0,0,0,0,-25.0,7.0,59.0,-0.46787,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.296875,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,6.0,59.0,-0.342916,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.3125,64,32,64,4,4,1,1,1,1,0,0,0,0,-26.0,6.0,57.0,-0.310102,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.328125,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,2.0,57.0,-0.031083,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.34375,64,32,64,4,4,1,1,1,1,0,0,0,0,-27.0,3.0,57.0,0.131571,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.359375,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,4.0,59.0,0.198487,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.375,64,32,64,4,4,1,1,1,1,0,0,0,1,-29.0,6.0,56.0,0.278967,0.437838,32.364517,74.907296,0.800679,,
demo_subject_001,demo_session_001,2.390625,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,5.0,57.0,0.305476,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.40625,64,32,64,4,4,1,1,1,1,0,0,0,0,-30.0,1.0,60.0,0.37976,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.421875,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,4.0,55.0,0.433764,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.4375,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,3.0,56.0,0.560779,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.453125,64,32,64,4,4,1,1,0,1,0,0,0,0,-26.0,3.0,60.0,0.655773,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.46875,64,32,64,4,4,1,1,1,1,0,0,0,0,-29.0,5.0,57.0,0.603774,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.484375,64,32,64,4,4,1,1,0,1,0,0,0,0,-28.0,6.0,58.0,0.712478,0.437838,32.364517,74.907296,,,
demo_subject_001,demo_session_001,2.5,64,32,64,4,4,1,1,1,1,1,1,0,0,-26.0,-1.0,58.0,0.676099,0.403815,32.330563,74.907296,,,
demo_subject_001,demo_session_001,2.515625,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,5.0,56.0,0.635623,0.403815,32.330563,74.907296,,,
demo_subject_001,demo_session_001,2.53125,64,32,64,4,4,1,1,1,1,0,0,0,0,-24.0,4.0,61.0,0.599663,0.403815,32.330563,74.907296,,,
demo_subject_001,demo_session_001,2.546875,64,32,64,4,4,1,1,0,1,0,0,0,0,-25.0,1.0,57.0,0.473606,0.403815,32.330563,74.907296,,,
demo_subject_001,demo_session_001,2.5625,64,32,64,4,4,1,1,1,1,0,0,0,0,-25.0,6.0,58.0,0.583569,0.403815,32.330563,74.907296,,,
demo_subject_001,demo_session_001,2.578125,64,32,64,4,4,1,1,0,1,0,0,0,0,-27.0,5.0,57.0,0.525372,0.403815,32.330563,74.907296,,,
